 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.612                  3.648                  0.661              
   950.000                  1.522                  3.469                  0.832              
   900.000                 -2.261                  2.620                  0.743              
   850.000                 -5.800                  1.852                  0.682              
   800.000                 -9.320                  1.181                  0.572              
   750.000                -12.896                  0.614                  0.430              
   700.000                -16.701                  0.334                  0.324              
   650.000                -21.064                  0.220                  0.261              
   600.000                -25.884                  0.104                  0.231              
   550.000                -31.142                  0.073                  0.234              
   500.000                -37.129                  0.044                  0.294              
   450.000                -43.851                  0.064                  0.476              
   400.000                -51.303                  0.087                  0.724              
   350.000                -59.471                  0.018                  0.821              
   300.000                -68.246                  0.007                  1.033              
   250.000                -73.916                  0.004                  0.999              
   200.000                -71.749                  0.001                  0.167              
   150.000                -72.463                  0.001                  0.133              
   100.000                -71.066                  0.001                  0.083              
    80.000                -67.802                  0.001                  0.049              
    60.000                -60.090                  0.001                  0.017              
    40.000                -49.969                  0.001                  0.004              
    30.000                -41.973                  0.001                  0.002              
    25.000                -26.199                  0.001                  0.000              
