 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.971                  2.984                  0.651              
   950.000                 -1.127                  2.824                  0.827              
   900.000                 -4.913                  2.004                  0.737              
   850.000                 -8.471                  1.338                  0.652              
   800.000                -12.125                  0.844                  0.548              
   750.000                -15.899                  0.471                  0.419              
   700.000                -19.947                  0.243                  0.313              
   650.000                -24.404                  0.119                  0.246              
   600.000                -29.274                  0.055                  0.204              
   550.000                -34.644                  0.025                  0.170              
   500.000                -40.685                  0.019                  0.199              
   450.000                -47.348                  0.016                  0.296              
   400.000                -54.663                  0.014                  0.468              
   350.000                -62.747                  0.013                  0.833              
   300.000                -71.332                  0.004                  0.910              
   250.000                -74.970                  0.003                  0.959              
   200.000                -73.599                  0.001                  0.282              
   150.000                -74.154                  0.001                  0.191              
   100.000                -72.285                  0.001                  0.070              
    80.000                -68.809                  0.001                  0.035              
    60.000                -61.057                  0.001                  0.010              
    40.000                -50.765                  0.001                  0.002              
    30.000                -42.493                  0.001                  0.001              
    25.000                -26.078                  0.001                  0.000              
