 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  7.551                  4.283                  0.677              
   950.000                  3.462                  4.126                  0.850              
   900.000                 -0.010                  3.050                  0.731              
   850.000                 -3.613                  2.281                  0.684              
   800.000                 -7.078                  1.512                  0.579              
   750.000                -10.659                  0.873                  0.444              
   700.000                -14.437                  0.461                  0.333              
   650.000                -18.727                  0.245                  0.261              
   600.000                -23.561                  0.133                  0.222              
   550.000                -28.970                  0.077                  0.218              
   500.000                -34.928                  0.046                  0.266              
   450.000                -41.451                  0.029                  0.422              
   400.000                -48.687                  0.019                  0.644              
   350.000                -56.813                  0.016                  0.771              
   300.000                -65.863                  0.010                  1.023              
   250.000                -73.320                  0.004                  1.004              
   200.000                -70.824                  0.001                  0.154              
   150.000                -71.909                  0.001                  0.120              
   100.000                -71.428                  0.001                  0.083              
    80.000                -69.092                  0.001                  0.053              
    60.000                -62.805                  0.001                  0.020              
    40.000                -54.434                  0.001                  0.006              
    30.000                -48.331                  0.001                  0.002              
    25.000                -37.653                  0.001                  0.001              
