 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 11.027                  5.580                  0.690              
   950.000                  6.910                  5.388                  0.864              
   900.000                  3.652                  3.908                  0.729              
   850.000                  0.176                  2.833                  0.663              
   800.000                 -3.271                  1.901                  0.576              
   750.000                 -6.388                  1.049                  0.440              
   700.000                 -9.862                  0.555                  0.325              
   650.000                -13.765                  0.288                  0.244              
   600.000                -18.266                  0.160                  0.200              
   550.000                -23.495                  0.109                  0.194              
   500.000                -29.501                  0.092                  0.237              
   450.000                -36.247                  0.088                  0.361              
   400.000                -43.725                  0.088                  0.625              
   350.000                -51.971                  0.024                  0.801              
   300.000                -61.316                  0.018                  0.928              
   250.000                -70.676                  0.006                  1.000              
   200.000                -68.061                  0.001                  0.128              
   150.000                -69.507                  0.001                  0.097              
   100.000                -70.503                  0.001                  0.076              
    80.000                -70.104                  0.001                  0.058              
    60.000                -67.021                  0.001                  0.029              
    40.000                -62.965                  0.001                  0.011              
    30.000                -61.508                  0.001                  0.007              
    25.000                -62.199                  0.001                  0.006              
