 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 10.108                  5.176                  0.691              
   950.000                  5.995                  5.000                  0.867              
   900.000                  2.546                  3.801                  0.730              
   850.000                 -1.101                  2.966                  0.669              
   800.000                 -4.431                  1.905                  0.580              
   750.000                 -7.733                  1.124                  0.450              
   700.000                -11.324                  0.618                  0.339              
   650.000                -15.241                  0.320                  0.265              
   600.000                -19.653                  0.177                  0.227              
   550.000                -24.723                  0.117                  0.232              
   500.000                -30.640                  0.120                  0.289              
   450.000                -37.491                  0.163                  0.436              
   400.000                -45.144                  0.133                  0.679              
   350.000                -53.471                  0.035                  0.839              
   300.000                -62.701                  0.015                  0.987              
   250.000                -71.535                  0.005                  1.001              
   200.000                -69.368                  0.001                  0.160              
   150.000                -71.128                  0.001                  0.118              
   100.000                -71.638                  0.001                  0.089              
    80.000                -70.209                  0.001                  0.063              
    60.000                -65.141                  0.001                  0.027              
    40.000                -58.367                  0.001                  0.009              
    30.000                -54.101                  0.001                  0.004              
    25.000                -48.304                  0.001                  0.002              
