 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 22.539                 13.010                  0.752              
   950.000                 18.313                 12.754                  0.933              
   900.000                 16.183                  9.970                  0.779              
   850.000                 13.435                  8.168                  0.723              
   800.000                 10.753                  6.428                  0.649              
   750.000                  8.035                  4.939                  0.575              
   700.000                  4.957                  3.855                  0.526              
   650.000                  1.431                  3.029                  0.501              
   600.000                 -2.573                  2.219                  0.477              
   550.000                 -6.342                  1.502                  0.426              
   500.000                -10.849                  1.138                  0.425              
   450.000                -16.396                  0.886                  0.429              
   400.000                -22.849                  0.387                  0.401              
   350.000                -30.466                  0.155                  0.379              
   300.000                -39.639                  0.100                  0.554              
   250.000                -50.561                  0.060                  0.912              
   200.000                -63.601                  0.021                  0.979              
   150.000                -68.127                  0.001                  0.190              
   100.000                -69.595                  0.001                  0.076              
    80.000                -69.376                  0.001                  0.062              
    60.000                -65.871                  0.001                  0.033              
    40.000                -61.013                  0.001                  0.014              
    30.000                -58.856                  0.001                  0.008              
    25.000                -58.448                  0.001                  0.005              
