 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 28.816                 19.875                  0.792              
   950.000                 24.558                 19.599                  0.973              
   900.000                 22.943                 15.999                  0.835              
   850.000                 20.345                 13.915                  0.808              
   800.000                 17.902                 12.214                  0.772              
   750.000                 15.306                 10.696                  0.742              
   700.000                 12.576                  9.202                  0.711              
   650.000                  9.696                  7.675                  0.676              
   600.000                  6.612                  6.162                  0.637              
   550.000                  3.238                  4.692                  0.600              
   500.000                 -0.863                  3.273                  0.563              
   450.000                 -5.385                  2.213                  0.531              
   400.000                -10.501                  1.407                  0.518              
   350.000                -16.806                  0.777                  0.464              
   300.000                -24.508                  0.320                  0.340              
   250.000                -34.803                  0.199                  0.342              
   200.000                -47.564                  0.087                  0.451              
   150.000                -63.945                  0.026                  1.045              
   100.000                -73.203                  0.003                  0.773              
    80.000                -66.197                  0.001                  0.049              
    60.000                -58.008                  0.001                  0.020              
    40.000                -48.361                  0.001                  0.008              
    30.000                -40.759                  0.001                  0.004              
    25.000                -26.853                  0.001                  0.001              
