 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.540                  3.137                  0.696              
   950.000                 -0.558                  2.979                  0.871              
   900.000                 -4.294                  2.142                  0.765              
   850.000                 -7.822                  1.430                  0.703              
   800.000                -11.436                  0.906                  0.613              
   750.000                -15.215                  0.524                  0.506              
   700.000                -19.256                  0.254                  0.420              
   650.000                -23.640                  0.119                  0.359              
   600.000                -28.483                  0.063                  0.317              
   550.000                -33.856                  0.027                  0.291              
   500.000                -39.890                  0.020                  0.308              
   450.000                -46.568                  0.018                  0.390              
   400.000                -53.899                  0.015                  0.515              
   350.000                -62.015                  0.014                  0.660              
   300.000                -70.654                  0.005                  0.762              
   250.000                -74.548                  0.003                  0.841              
   200.000                -72.777                  0.001                  0.333              
   150.000                -73.263                  0.001                  0.283              
   100.000                -71.556                  0.001                  0.169              
    80.000                -68.228                  0.001                  0.026              
    60.000                -60.600                  0.001                  0.008              
    40.000                -50.472                  0.001                  0.002              
    30.000                -42.320                  0.001                  0.001              
    25.000                -26.121                  0.001                  0.000              
