  N levels =   24          CBMF=    16.658     SST=   11.64 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     8.664       4.669075     0.048    0.00       1.510
    950.0     4.565       4.506078     0.051    0.00       1.671
    900.0     1.134       3.379981     0.053    0.00       1.615
    850.0    -2.467       2.579036     0.056    0.00       1.535
    800.0    -5.867       1.687141     0.057    0.00       1.572
    750.0    -9.291       0.966144     0.059    0.00       1.576
    700.0   -13.021       0.516783     0.060    0.00       1.536
    650.0   -17.222       0.269209     0.061    0.00       1.440
    600.0   -21.933       0.138983     0.063    0.00       1.306
    550.0   -27.197       0.073529     0.066    0.00       1.164
    500.0   -33.061       0.041871     0.069    0.00       1.121
    450.0   -39.604       0.028082     0.073    0.00       1.181
    400.0   -46.930       0.021777     0.077    0.00       1.106
    350.0   -55.133       0.018801     0.085    0.00       0.933
    300.0   -64.319       0.012536     0.096    0.00       0.716
    250.0   -72.427       0.004519     0.117    0.00       0.431
    200.0   -69.544       0.001000     0.153    0.00       0.110
    150.0   -69.992       0.001000     0.202    0.00       0.025
    100.0   -68.748       0.001000     0.405    0.00      -0.029
     80.0   -65.741       0.001000     0.755    0.00      -0.049
     60.0   -58.369       0.001000     2.042    0.00      -0.099
     40.0   -48.649       0.001000     5.238    0.00      -0.163
     30.0   -41.142       0.001000     8.440    0.00      -0.213
     25.0   -26.425       0.001000    10.124    0.00      -0.311
