  N levels =   24          CBMF=    13.110     SST=   16.89 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    14.062       7.204237     0.048    0.00       1.770
    950.0     9.925       6.991195     0.051    0.00       1.790
    900.0     7.057       5.084852     0.053    0.00       1.750
    850.0     3.786       3.881925     0.056    0.00       1.569
    800.0     0.506       2.866262     0.057    0.00       1.524
    750.0    -2.919       1.934164     0.059    0.00       1.516
    700.0    -6.100       1.155125     0.060    0.00       1.528
    650.0    -9.673       0.669133     0.061    0.00       1.513
    600.0   -13.771       0.385316     0.063    0.00       1.461
    550.0   -18.594       0.239607     0.066    0.00       1.393
    500.0   -24.312       0.179482     0.069    0.00       1.394
    450.0   -30.967       0.151950     0.073    0.00       1.485
    400.0   -38.402       0.108694     0.077    0.00       1.440
    350.0   -46.692       0.086261     0.085    0.00       1.279
    300.0   -56.119       0.028540     0.096    0.00       1.015
    250.0   -66.805       0.010344     0.117    0.00       0.760
    200.0   -69.319       0.001000     0.153    0.00       0.278
    150.0   -68.749       0.001000     0.202    0.00       0.049
    100.0   -67.578       0.001000     0.405    0.00      -0.056
     80.0   -64.927       0.001000     0.755    0.00      -0.082
     60.0   -57.414       0.001000     2.042    0.00      -0.157
     40.0   -47.557       0.001000     5.238    0.00      -0.256
     30.0   -40.283       0.001000     8.440    0.00      -0.329
     25.0   -26.589       0.001000    10.124    0.00      -0.465
