 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.659                  3.357                  0.631              
   950.000                  0.574                  3.183                  0.798              
   900.000                 -3.237                  2.377                  0.743              
   850.000                 -6.768                  1.631                  0.663              
   800.000                -10.371                  1.036                  0.544              
   750.000                -14.071                  0.543                  0.388              
   700.000                -17.977                  0.274                  0.272              
   650.000                -22.384                  0.130                  0.203              
   600.000                -27.180                  0.058                  0.167              
   550.000                -32.573                  0.030                  0.148              
   500.000                -38.644                  0.022                  0.179              
   450.000                -45.313                  0.019                  0.319              
   400.000                -52.588                  0.014                  0.563              
   350.000                -60.674                  0.011                  0.776              
   300.000                -69.686                  0.006                  1.005              
   250.000                -74.271                  0.003                  0.999              
   200.000                -73.064                  0.001                  0.180              
   150.000                -74.099                  0.001                  0.156              
   100.000                -73.157                  0.001                  0.094              
    80.000                -70.570                  0.001                  0.053              
    60.000                -64.124                  0.001                  0.017              
    40.000                -55.473                  0.001                  0.004              
    30.000                -48.986                  0.001                  0.001              
    25.000                -37.492                  0.001                  0.000              
