 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 14.699                  7.432                  0.705              
   950.000                 10.558                  7.220                  0.882              
   900.000                  7.661                  5.308                  0.745              
   850.000                  4.358                  4.035                  0.688              
   800.000                  1.084                  2.908                  0.604              
   750.000                 -2.268                  1.958                  0.518              
   700.000                 -5.429                  1.196                  0.398              
   650.000                 -8.917                  0.714                  0.301              
   600.000                -12.944                  0.436                  0.236              
   550.000                -17.764                  0.292                  0.207              
   500.000                -23.536                  0.219                  0.219              
   450.000                -30.170                  0.151                  0.287              
   400.000                -37.563                  0.096                  0.445              
   350.000                -45.839                  0.062                  0.722              
   300.000                -55.227                  0.035                  0.888              
   250.000                -65.875                  0.012                  1.000              
   200.000                -62.774                  0.001                  0.103              
   150.000                -64.450                  0.001                  0.065              
   100.000                -66.363                  0.001                  0.053              
    80.000                -66.941                  0.001                  0.043              
    60.000                -65.677                  0.001                  0.026              
    40.000                -65.026                  0.001                  0.015              
    30.000                -67.721                  0.001                  0.015              
    25.000                -77.296                  0.001                  0.045              
