 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.966                  2.984                  0.643              
   950.000                 -1.131                  2.825                  0.818              
   900.000                 -4.917                  2.007                  0.732              
   850.000                 -8.473                  1.342                  0.644              
   800.000                -12.135                  0.847                  0.538              
   750.000                -15.923                  0.444                  0.404              
   700.000                -19.912                  0.220                  0.294              
   650.000                -24.351                  0.119                  0.225              
   600.000                -29.255                  0.065                  0.184              
   550.000                -34.651                  0.025                  0.149              
   500.000                -40.686                  0.019                  0.180              
   450.000                -47.352                  0.016                  0.280              
   400.000                -54.668                  0.014                  0.464              
   350.000                -62.756                  0.013                  0.869              
   300.000                -71.334                  0.004                  0.950              
   250.000                -74.972                  0.003                  0.992              
   200.000                -73.602                  0.001                  0.249              
   150.000                -74.157                  0.001                  0.148              
   100.000                -72.287                  0.001                  0.073              
    80.000                -68.811                  0.001                  0.037              
    60.000                -61.059                  0.001                  0.010              
    40.000                -50.766                  0.001                  0.002              
    30.000                -42.493                  0.001                  0.001              
    25.000                -26.078                  0.001                  0.000              
