 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.986                  2.988                  0.624              
   950.000                 -1.111                  2.828                  0.799              
   900.000                 -4.896                  2.008                  0.725              
   850.000                 -8.450                  1.341                  0.630              
   800.000                -12.102                  0.850                  0.519              
   750.000                -15.890                  0.483                  0.379              
   700.000                -19.956                  0.235                  0.264              
   650.000                -24.374                  0.110                  0.195              
   600.000                -29.232                  0.054                  0.157              
   550.000                -34.621                  0.025                  0.121              
   500.000                -40.669                  0.019                  0.159              
   450.000                -47.335                  0.017                  0.265              
   400.000                -54.651                  0.014                  0.476              
   350.000                -62.738                  0.013                  0.964              
   300.000                -71.317                  0.004                  1.003              
   250.000                -74.971                  0.003                  1.000              
   200.000                -73.599                  0.001                  0.200              
   150.000                -74.152                  0.001                  0.163              
   100.000                -72.283                  0.001                  0.085              
    80.000                -68.807                  0.001                  0.042              
    60.000                -61.054                  0.001                  0.011              
    40.000                -50.762                  0.001                  0.002              
    30.000                -42.491                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
