 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.006                  2.993                  0.647              
   950.000                 -1.091                  2.834                  0.820              
   900.000                 -4.875                  2.010                  0.734              
   850.000                 -8.432                  1.344                  0.650              
   800.000                -12.086                  0.846                  0.543              
   750.000                -15.855                  0.467                  0.409              
   700.000                -19.892                  0.250                  0.299              
   650.000                -24.364                  0.122                  0.229              
   600.000                -29.233                  0.058                  0.187              
   550.000                -34.601                  0.025                  0.154              
   500.000                -40.640                  0.019                  0.187              
   450.000                -47.304                  0.016                  0.297              
   400.000                -54.618                  0.014                  0.488              
   350.000                -62.705                  0.013                  0.852              
   300.000                -71.292                  0.004                  0.961              
   250.000                -74.956                  0.003                  1.023              
   200.000                -73.581                  0.001                  0.236              
   150.000                -74.137                  0.001                  0.139              
   100.000                -72.270                  0.001                  0.071              
    80.000                -68.796                  0.001                  0.037              
    60.000                -61.045                  0.001                  0.010              
    40.000                -50.755                  0.001                  0.002              
    30.000                -42.486                  0.001                  0.001              
    25.000                -26.080                  0.001                  0.000              
