 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 12.803                  6.419                  0.701              
   950.000                  8.675                  6.220                  0.877              
   900.000                  5.562                  4.588                  0.739              
   850.000                  2.117                  3.466                  0.681              
   800.000                 -1.306                  2.449                  0.599              
   750.000                 -4.343                  1.443                  0.490              
   700.000                 -7.696                  0.807                  0.375              
   650.000                -11.424                  0.433                  0.289              
   600.000                -15.710                  0.236                  0.237              
   550.000                -20.729                  0.148                  0.223              
   500.000                -26.590                  0.117                  0.253              
   450.000                -33.308                  0.113                  0.351              
   400.000                -40.814                  0.110                  0.566              
   350.000                -49.129                  0.057                  0.823              
   300.000                -58.462                  0.020                  0.875              
   250.000                -69.025                  0.008                  1.000              
   200.000                -66.835                  0.001                  0.143              
   150.000                -68.698                  0.001                  0.097              
   100.000                -69.964                  0.001                  0.076              
    80.000                -69.777                  0.001                  0.059              
    60.000                -67.154                  0.001                  0.032              
    40.000                -63.986                  0.001                  0.014              
    30.000                -63.603                  0.001                  0.009              
    25.000                -66.649                  0.001                  0.010              
