  N levels =   24          CBMF=    21.450     SST=    6.53 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.062       3.009290     0.048    0.00       1.011
    950.0    -1.035       2.850130     0.051    0.00       1.454
    900.0    -4.812       2.027445     0.053    0.00       1.466
    850.0    -8.366       1.352888     0.056    0.00       1.521
    800.0   -12.017       0.849305     0.057    0.00       1.613
    750.0   -15.792       0.449831     0.059    0.00       1.595
    700.0   -19.780       0.235429     0.060    0.00       1.500
    650.0   -24.245       0.129916     0.061    0.00       1.354
    600.0   -29.154       0.064602     0.063    0.00       1.167
    550.0   -34.526       0.025605     0.066    0.00       0.824
    500.0   -40.558       0.019413     0.069    0.00       0.675
    450.0   -47.223       0.016488     0.073    0.00       0.643
    400.0   -54.540       0.014060     0.077    0.00       0.526
    350.0   -62.631       0.013527     0.085    0.00       0.481
    300.0   -71.225       0.004509     0.096    0.00       0.196
    250.0   -74.929       0.003071     0.117    0.00       0.081
    200.0   -73.532       0.001000     0.153    0.00       0.031
    150.0   -74.076       0.001000     0.202    0.00       0.008
    100.0   -72.231       0.001000     0.405    0.00      -0.002
     80.0   -68.767       0.001000     0.755    0.00      -0.009
     60.0   -61.021       0.001000     2.042    0.00      -0.024
     40.0   -50.736       0.001000     5.238    0.00      -0.045
     30.0   -42.474       0.001000     8.440    0.00      -0.061
     25.0   -26.083       0.001000    10.124    0.00      -0.095
