 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 10.652                  5.418                  0.720              
   950.000                  6.537                  5.234                  0.901              
   900.000                  3.195                  3.900                  0.743              
   850.000                 -0.380                  3.008                  0.680              
   800.000                 -3.602                  1.963                  0.604              
   750.000                 -6.769                  1.153                  0.504              
   700.000                -10.262                  0.678                  0.413              
   650.000                -14.200                  0.428                  0.336              
   600.000                -18.765                  0.258                  0.281              
   550.000                -24.056                  0.205                  0.264              
   500.000                -30.181                  0.173                  0.306              
   450.000                -36.933                  0.125                  0.423              
   400.000                -44.342                  0.093                  0.551              
   350.000                -52.606                  0.049                  0.743              
   300.000                -61.873                  0.017                  0.884              
   250.000                -71.026                  0.006                  1.041              
   200.000                -68.931                  0.001                  0.262              
   150.000                -69.955                  0.001                  0.139              
   100.000                -69.212                  0.001                  0.071              
    80.000                -66.361                  0.001                  0.046              
    60.000                -58.686                  0.001                  0.017              
    40.000                -48.600                  0.001                  0.005              
    30.000                -40.982                  0.001                  0.002              
    25.000                -26.415                  0.001                  0.001              
