 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.737                  3.385                  0.645              
   950.000                  0.651                  3.211                  0.813              
   900.000                 -3.163                  2.402                  0.745              
   850.000                 -6.703                  1.653                  0.668              
   800.000                -10.307                  1.045                  0.553              
   750.000                -13.999                  0.529                  0.404              
   700.000                -17.870                  0.238                  0.289              
   650.000                -22.219                  0.121                  0.215              
   600.000                -27.075                  0.066                  0.174              
   550.000                -32.487                  0.029                  0.156              
   500.000                -38.527                  0.020                  0.187              
   450.000                -45.175                  0.017                  0.329              
   400.000                -52.448                  0.013                  0.569              
   350.000                -60.542                  0.011                  0.737              
   300.000                -69.562                  0.006                  0.992              
   250.000                -74.219                  0.003                  1.004              
   200.000                -72.979                  0.001                  0.173              
   150.000                -74.014                  0.001                  0.145              
   100.000                -73.091                  0.001                  0.085              
    80.000                -70.517                  0.001                  0.049              
    60.000                -64.083                  0.001                  0.016              
    40.000                -55.443                  0.001                  0.004              
    30.000                -48.968                  0.001                  0.001              
    25.000                -37.497                  0.001                  0.000              
