  N levels =   24          CBMF=    20.855     SST=    7.77 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     4.627       3.351863     0.048    0.00       0.918
    950.0     0.541       3.178136     0.051    0.00       1.342
    900.0    -3.282       2.371035     0.053    0.00       1.385
    850.0    -6.825       1.630118     0.056    0.00       1.504
    800.0   -10.433       1.029161     0.057    0.00       1.642
    750.0   -14.128       0.520209     0.059    0.00       1.605
    700.0   -18.004       0.235646     0.060    0.00       1.499
    650.0   -22.362       0.125820     0.061    0.00       1.326
    600.0   -27.236       0.066044     0.063    0.00       1.122
    550.0   -32.636       0.028404     0.066    0.00       0.791
    500.0   -38.674       0.020218     0.069    0.00       0.597
    450.0   -45.320       0.017094     0.073    0.00       0.575
    400.0   -52.592       0.012612     0.077    0.00       0.419
    350.0   -60.683       0.010630     0.085    0.00       0.384
    300.0   -69.704       0.005727     0.096    0.00       0.098
    250.0   -74.290       0.003391     0.117    0.00       0.015
    200.0   -73.106       0.001000     0.153    0.00       0.006
    150.0   -74.138       0.001000     0.202    0.00       0.001
    100.0   -73.186       0.001000     0.405    0.00       0.000
     80.0   -70.592       0.001000     0.755    0.00      -0.003
     60.0   -64.141       0.001000     2.042    0.00      -0.011
     40.0   -55.485       0.001000     5.238    0.00      -0.021
     30.0   -48.994       0.001000     8.440    0.00      -0.029
     25.0   -37.490       0.001000    10.124    0.00      -0.046
