 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.963                  3.769                  0.716              
   950.000                  1.880                  3.587                  0.894              
   900.000                 -1.771                  2.725                  0.766              
   850.000                 -5.172                  1.868                  0.711              
   800.000                 -8.658                  1.231                  0.624              
   750.000                -12.323                  0.773                  0.523              
   700.000                -16.293                  0.452                  0.441              
   650.000                -20.636                  0.245                  0.380              
   600.000                -25.467                  0.133                  0.334              
   550.000                -30.924                  0.081                  0.312              
   500.000                -37.049                  0.060                  0.333              
   450.000                -43.698                  0.044                  0.422              
   400.000                -50.953                  0.025                  0.529              
   350.000                -59.014                  0.016                  0.579              
   300.000                -67.903                  0.007                  0.711              
   250.000                -73.607                  0.004                  0.846              
   200.000                -70.833                  0.001                  0.429              
   150.000                -71.153                  0.001                  0.281              
   100.000                -69.701                  0.001                  0.113              
    80.000                -66.603                  0.001                  0.027              
    60.000                -59.317                  0.001                  0.009              
    40.000                -49.519                  0.001                  0.002              
    30.000                -41.732                  0.001                  0.001              
    25.000                -26.272                  0.001                  0.000              
