  N levels =   24          CBMF=    18.739     SST=    8.94 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     5.963       3.768900     0.048    0.00       1.539
    950.0     1.880       3.586553     0.051    0.00       1.611
    900.0    -1.771       2.724699     0.053    0.00       1.670
    850.0    -5.172       1.867586     0.056    0.00       1.593
    800.0    -8.658       1.230629     0.057    0.00       1.630
    750.0   -12.323       0.773162     0.059    0.00       1.609
    700.0   -16.293       0.451543     0.060    0.00       1.549
    650.0   -20.636       0.244643     0.061    0.00       1.465
    600.0   -25.467       0.132540     0.063    0.00       1.352
    550.0   -30.924       0.081146     0.066    0.00       1.239
    500.0   -37.049       0.060432     0.069    0.00       1.214
    450.0   -43.698       0.043607     0.073    0.00       1.279
    400.0   -50.953       0.024810     0.077    0.00       1.243
    350.0   -59.014       0.016305     0.085    0.00       1.121
    300.0   -67.903       0.007487     0.096    0.00       0.827
    250.0   -73.607       0.003770     0.117    0.00       0.588
    200.0   -70.833       0.001000     0.153    0.00       0.330
    150.0   -71.153       0.001000     0.202    0.00       0.106
    100.0   -69.701       0.001000     0.405    0.00      -0.016
     80.0   -66.603       0.001000     0.755    0.00      -0.022
     60.0   -59.317       0.001000     2.042    0.00      -0.046
     40.0   -49.519       0.001000     5.238    0.00      -0.079
     30.0   -41.732       0.001000     8.440    0.00      -0.105
     25.0   -26.272       0.001000    10.124    0.00      -0.156
