  N levels =   24          CBMF=    16.487     SST=   11.62 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     8.678       4.633808     0.048    0.00       1.214
    950.0     4.579       4.461262     0.051    0.00       1.471
    900.0     1.135       3.303667     0.053    0.00       1.429
    850.0    -2.400       2.456340     0.056    0.00       1.448
    800.0    -5.701       1.620310     0.057    0.00       1.561
    750.0    -9.117       1.010211     0.059    0.00       1.577
    700.0   -12.849       0.624838     0.060    0.00       1.485
    650.0   -17.036       0.378027     0.061    0.00       1.322
    600.0   -21.719       0.221585     0.063    0.00       1.130
    550.0   -27.061       0.139301     0.066    0.00       0.950
    500.0   -33.192       0.107169     0.069    0.00       0.888
    450.0   -39.957       0.074171     0.073    0.00       0.930
    400.0   -47.291       0.037675     0.077    0.00       0.860
    350.0   -55.483       0.021000     0.085    0.00       0.641
    300.0   -64.652       0.012002     0.096    0.00       0.514
    250.0   -72.646       0.004371     0.117    0.00       0.181
    200.0   -70.376       0.001000     0.153    0.00       0.062
    150.0   -71.907       0.001000     0.202    0.00      -0.012
    100.0   -71.723       0.001000     0.405    0.00      -0.014
     80.0   -69.462       0.001000     0.755    0.00      -0.037
     60.0   -63.018       0.001000     2.042    0.00      -0.101
     40.0   -54.440       0.001000     5.238    0.00      -0.187
     30.0   -48.253       0.001000     8.440    0.00      -0.249
     25.0   -37.635       0.001000    10.124    0.00      -0.355
