 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  8.678                  4.634                  0.682              
   950.000                  4.579                  4.461                  0.856              
   900.000                  1.135                  3.304                  0.732              
   850.000                 -2.400                  2.456                  0.682              
   800.000                 -5.701                  1.620                  0.584              
   750.000                 -9.117                  1.010                  0.450              
   700.000                -12.849                  0.625                  0.345              
   650.000                -17.036                  0.378                  0.278              
   600.000                -21.719                  0.222                  0.247              
   550.000                -27.061                  0.139                  0.254              
   500.000                -33.192                  0.107                  0.316              
   450.000                -39.957                  0.074                  0.486              
   400.000                -47.291                  0.038                  0.710              
   350.000                -55.483                  0.021                  0.848              
   300.000                -64.652                  0.012                  1.048              
   250.000                -72.646                  0.004                  1.001              
   200.000                -70.376                  0.001                  0.168              
   150.000                -71.907                  0.001                  0.129              
   100.000                -71.723                  0.001                  0.091              
    80.000                -69.462                  0.001                  0.060              
    60.000                -63.018                  0.001                  0.024              
    40.000                -54.440                  0.001                  0.007              
    30.000                -48.253                  0.001                  0.003              
    25.000                -37.635                  0.001                  0.001              
