 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.670                  3.178                  0.681              
   950.000                 -0.429                  3.019                  0.855              
   900.000                 -4.163                  2.182                  0.753              
   850.000                 -7.700                  1.473                  0.685              
   800.000                -11.316                  0.927                  0.585              
   750.000                -15.069                  0.490                  0.463              
   700.000                -19.017                  0.243                  0.369              
   650.000                -23.419                  0.137                  0.303              
   600.000                -28.314                  0.078                  0.260              
   550.000                -33.690                  0.030                  0.237              
   500.000                -39.699                  0.021                  0.263              
   450.000                -46.365                  0.019                  0.371              
   400.000                -53.677                  0.016                  0.527              
   350.000                -61.774                  0.015                  0.681              
   300.000                -70.530                  0.005                  0.833              
   250.000                -74.475                  0.003                  0.932              
   200.000                -72.617                  0.001                  0.360              
   150.000                -73.103                  0.001                  0.192              
   100.000                -71.396                  0.001                  0.056              
    80.000                -68.107                  0.001                  0.030              
    60.000                -60.517                  0.001                  0.009              
    40.000                -50.389                  0.001                  0.002              
    30.000                -42.278                  0.001                  0.001              
    25.000                -26.131                  0.001                  0.000              
