 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.973                  2.984                  0.625              
   950.000                 -1.125                  2.825                  0.798              
   900.000                 -4.911                  2.004                  0.728              
   850.000                 -8.467                  1.338                  0.637              
   800.000                -12.120                  0.845                  0.525              
   750.000                -15.897                  0.474                  0.385              
   700.000                -19.953                  0.242                  0.270              
   650.000                -24.401                  0.116                  0.203              
   600.000                -29.265                  0.054                  0.166              
   550.000                -34.637                  0.025                  0.132              
   500.000                -40.681                  0.019                  0.168              
   450.000                -47.347                  0.016                  0.281              
   400.000                -54.663                  0.014                  0.497              
   350.000                -62.751                  0.013                  0.954              
   300.000                -71.330                  0.004                  1.003              
   250.000                -74.971                  0.003                  1.000              
   200.000                -73.600                  0.001                  0.199              
   150.000                -74.155                  0.001                  0.162              
   100.000                -72.285                  0.001                  0.086              
    80.000                -68.809                  0.001                  0.043              
    60.000                -61.057                  0.001                  0.012              
    40.000                -50.765                  0.001                  0.002              
    30.000                -42.492                  0.001                  0.001              
    25.000                -26.078                  0.001                  0.000              
