  N levels =   24          CBMF=    10.643     SST=   22.23 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    19.460      10.862407     0.048    0.00       1.910
    950.0    15.277      10.633981     0.051    0.00       1.831
    900.0    13.064       8.073574     0.053    0.00       1.835
    850.0    10.192       6.518221     0.056    0.00       1.603
    800.0     7.309       5.087193     0.057    0.00       1.502
    750.0     4.361       3.878457     0.059    0.00       1.446
    700.0     1.085       3.011823     0.060    0.00       1.435
    650.0    -2.657       2.179881     0.061    0.00       1.450
    600.0    -6.195       1.440087     0.063    0.00       1.478
    550.0   -10.285       0.942209     0.066    0.00       1.537
    500.0   -15.184       0.658636     0.069    0.00       1.676
    450.0   -21.142       0.560503     0.073    0.00       1.774
    400.0   -28.121       0.297695     0.077    0.00       1.659
    350.0   -36.223       0.167279     0.085    0.00       1.431
    300.0   -45.585       0.098541     0.096    0.00       1.261
    250.0   -56.514       0.041907     0.117    0.00       0.998
    200.0   -68.954       0.008895     0.153    0.00       0.551
    150.0   -69.021       0.001000     0.202    0.00       0.104
    100.0   -69.226       0.001000     0.405    0.00      -0.078
     80.0   -67.523       0.001000     0.755    0.00      -0.113
     60.0   -60.538       0.001000     2.042    0.00      -0.252
     40.0   -50.204       0.001000     5.238    0.00      -0.459
     30.0   -41.915       0.001000     8.440    0.00      -0.625
     25.0   -26.599       0.001000    10.124    0.00      -0.931
