 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 19.460                 10.862                  0.774              
   950.000                 15.277                 10.634                  0.960              
   900.000                 13.064                  8.074                  0.790              
   850.000                 10.192                  6.518                  0.737              
   800.000                  7.309                  5.087                  0.666              
   750.000                  4.361                  3.878                  0.605              
   700.000                  1.085                  3.012                  0.569              
   650.000                 -2.657                  2.180                  0.544              
   600.000                 -6.195                  1.440                  0.516              
   550.000                -10.285                  0.942                  0.488              
   500.000                -15.184                  0.659                  0.486              
   450.000                -21.142                  0.561                  0.473              
   400.000                -28.121                  0.298                  0.412              
   350.000                -36.223                  0.167                  0.417              
   300.000                -45.585                  0.099                  0.580              
   250.000                -56.514                  0.042                  0.891              
   200.000                -68.954                  0.009                  1.011              
   150.000                -69.021                  0.001                  0.246              
   100.000                -69.226                  0.001                  0.074              
    80.000                -67.523                  0.001                  0.054              
    60.000                -60.538                  0.001                  0.024              
    40.000                -50.204                  0.001                  0.008              
    30.000                -41.915                  0.001                  0.004              
    25.000                -26.599                  0.001                  0.001              
