  N levels =   24          CBMF=    13.837     SST=   15.78 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    13.004       6.563373     0.048    0.00       1.295
    950.0     8.876       6.360234     0.051    0.00       1.417
    900.0     5.814       4.667318     0.053    0.00       1.354
    850.0     2.398       3.550479     0.056    0.00       1.297
    800.0    -1.001       2.536060     0.057    0.00       1.380
    750.0    -4.016       1.528246     0.059    0.00       1.458
    700.0    -7.355       0.879442     0.060    0.00       1.480
    650.0   -11.073       0.486561     0.061    0.00       1.389
    600.0   -15.354       0.275025     0.063    0.00       1.228
    550.0   -20.381       0.177996     0.066    0.00       1.054
    500.0   -26.252       0.141069     0.069    0.00       0.942
    450.0   -32.941       0.123995     0.073    0.00       0.981
    400.0   -40.402       0.109678     0.077    0.00       0.985
    350.0   -48.706       0.059545     0.085    0.00       0.831
    300.0   -58.043       0.020691     0.096    0.00       0.691
    250.0   -68.667       0.007884     0.117    0.00       0.370
    200.0   -68.080       0.001000     0.153    0.00       0.094
    150.0   -70.875       0.001000     0.202    0.00      -0.045
    100.0   -72.048       0.001000     0.405    0.00      -0.022
     80.0   -71.432       0.001000     0.755    0.00      -0.034
     60.0   -67.519       0.001000     2.042    0.00      -0.113
     40.0   -61.883       0.001000     5.238    0.00      -0.225
     30.0   -58.809       0.001000     8.440    0.00      -0.287
     25.0   -56.336       0.001000    10.124    0.00      -0.336
