  N levels =   24          CBMF=    21.138     SST=    6.98 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.553       3.143064     0.048    0.00       0.912
    950.0    -0.546       2.983885     0.051    0.00       1.373
    900.0    -4.289       2.147987     0.053    0.00       1.401
    850.0    -7.819       1.442087     0.056    0.00       1.497
    800.0   -11.425       0.911365     0.057    0.00       1.606
    750.0   -15.192       0.525986     0.059    0.00       1.553
    700.0   -19.243       0.256272     0.060    0.00       1.471
    650.0   -23.618       0.119492     0.061    0.00       1.292
    600.0   -28.454       0.067894     0.063    0.00       1.127
    550.0   -33.836       0.029499     0.066    0.00       0.763
    500.0   -39.852       0.021349     0.069    0.00       0.579
    450.0   -46.524       0.018586     0.073    0.00       0.542
    400.0   -53.834       0.015649     0.077    0.00       0.389
    350.0   -61.917       0.014578     0.085    0.00       0.391
    300.0   -70.691       0.004896     0.096    0.00       0.113
    250.0   -74.716       0.003175     0.117    0.00       0.071
    200.0   -73.336       0.001000     0.153    0.00       0.001
    150.0   -74.088       0.001000     0.202    0.00       0.006
    100.0   -72.421       0.001000     0.405    0.00      -0.005
     80.0   -68.982       0.001000     0.755    0.00      -0.028
     60.0   -61.109       0.001000     2.042    0.00      -0.080
     40.0   -50.725       0.001000     5.238    0.00      -0.150
     30.0   -42.445       0.001000     8.440    0.00      -0.205
     25.0   -26.049       0.001000    10.124    0.00      -0.314
