  N levels =   24          CBMF=    20.640     SST=    5.80 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     2.590       2.912258     0.048    0.00       0.739
    950.0    -1.489       2.763184     0.051    0.00       1.212
    900.0    -5.267       1.962776     0.053    0.00       1.271
    850.0    -8.852       1.319506     0.056    0.00       1.382
    800.0   -12.512       0.828452     0.057    0.00       1.501
    750.0   -16.317       0.450493     0.059    0.00       1.473
    700.0   -20.366       0.215323     0.060    0.00       1.398
    650.0   -24.786       0.104546     0.061    0.00       1.234
    600.0   -29.666       0.057306     0.063    0.00       1.029
    550.0   -35.094       0.026841     0.066    0.00       0.638
    500.0   -41.149       0.022564     0.069    0.00       0.515
    450.0   -47.802       0.019333     0.073    0.00       0.458
    400.0   -55.097       0.017057     0.077    0.00       0.398
    350.0   -63.125       0.012383     0.085    0.00       0.319
    300.0   -71.451       0.004361     0.096    0.00       0.038
    250.0   -74.325       0.003374     0.117    0.00       0.021
    200.0   -72.747       0.001000     0.153    0.00       0.010
    150.0   -73.958       0.001000     0.202    0.00       0.002
    100.0   -74.097       0.001000     0.405    0.00       0.002
     80.0   -72.986       0.001000     0.755    0.00       0.001
     60.0   -69.004       0.001000     2.042    0.00      -0.003
     40.0   -63.496       0.001000     5.238    0.00      -0.009
     30.0   -60.388       0.001000     8.440    0.00      -0.012
     25.0   -57.409       0.001000    10.124    0.00      -0.017
