 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.982                  2.987                  0.667              
   950.000                 -1.115                  2.827                  0.843              
   900.000                 -4.901                  2.005                  0.748              
   850.000                 -8.459                  1.340                  0.671              
   800.000                -12.115                  0.844                  0.573              
   750.000                -15.884                  0.465                  0.455              
   700.000                -19.919                  0.249                  0.357              
   650.000                -24.394                  0.123                  0.293              
   600.000                -29.267                  0.058                  0.251              
   550.000                -34.634                  0.025                  0.218              
   500.000                -40.672                  0.019                  0.241              
   450.000                -47.335                  0.016                  0.325              
   400.000                -54.649                  0.014                  0.474              
   350.000                -62.734                  0.013                  0.787              
   300.000                -71.320                  0.004                  0.851              
   250.000                -74.966                  0.003                  0.900              
   200.000                -73.593                  0.001                  0.285              
   150.000                -74.149                  0.001                  0.240              
   100.000                -72.280                  0.001                  0.137              
    80.000                -68.805                  0.001                  0.032              
    60.000                -61.053                  0.001                  0.009              
    40.000                -50.762                  0.001                  0.002              
    30.000                -42.491                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
