 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.701                  3.682                  0.652              
   950.000                  1.615                  3.505                  0.821              
   900.000                 -2.109                  2.686                  0.746              
   850.000                 -5.594                  1.860                  0.678              
   800.000                 -9.162                  1.196                  0.562              
   750.000                -12.843                  0.644                  0.415              
   700.000                -16.704                  0.306                  0.300              
   650.000                -21.051                  0.147                  0.231              
   600.000                -25.919                  0.075                  0.195              
   550.000                -31.357                  0.045                  0.189              
   500.000                -37.361                  0.030                  0.236              
   450.000                -43.935                  0.022                  0.412              
   400.000                -51.164                  0.016                  0.673              
   350.000                -59.253                  0.013                  0.749              
   300.000                -68.219                  0.007                  1.015              
   250.000                -74.000                  0.004                  1.000              
   200.000                -72.421                  0.001                  0.161              
   150.000                -73.386                  0.001                  0.135              
   100.000                -72.556                  0.001                  0.086              
    80.000                -70.076                  0.001                  0.051              
    60.000                -63.714                  0.001                  0.017              
    40.000                -55.158                  0.001                  0.004              
    30.000                -48.785                  0.001                  0.002              
    25.000                -37.542                  0.001                  0.000              
