  N levels =   24          CBMF=    21.471     SST=    6.50 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.028       2.999952     0.048    0.00       1.138
    950.0    -1.069       2.840683     0.051    0.00       1.487
    900.0    -4.849       2.018073     0.053    0.00       1.538
    850.0    -8.403       1.345403     0.056    0.00       1.551
    800.0   -12.054       0.844451     0.057    0.00       1.621
    750.0   -15.830       0.454472     0.059    0.00       1.601
    700.0   -19.833       0.239793     0.060    0.00       1.516
    650.0   -24.304       0.129548     0.061    0.00       1.397
    600.0   -29.206       0.061589     0.063    0.00       1.238
    550.0   -34.576       0.025565     0.066    0.00       0.939
    500.0   -40.613       0.019733     0.069    0.00       0.830
    450.0   -47.278       0.016751     0.073    0.00       0.824
    400.0   -54.592       0.014275     0.077    0.00       0.732
    350.0   -62.677       0.013456     0.085    0.00       0.693
    300.0   -71.268       0.004498     0.096    0.00       0.392
    250.0   -74.953       0.003059     0.117    0.00       0.273
    200.0   -73.574       0.001000     0.153    0.00       0.163
    150.0   -74.129       0.001000     0.202    0.00       0.061
    100.0   -72.263       0.001000     0.405    0.00      -0.002
     80.0   -68.789       0.001000     0.755    0.00      -0.006
     60.0   -61.039       0.001000     2.042    0.00      -0.017
     40.0   -50.750       0.001000     5.238    0.00      -0.032
     30.0   -42.483       0.001000     8.440    0.00      -0.043
     25.0   -26.081       0.001000    10.124    0.00      -0.068
