 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.028                  3.000                  0.663              
   950.000                 -1.069                  2.841                  0.838              
   900.000                 -4.849                  2.018                  0.744              
   850.000                 -8.403                  1.345                  0.664              
   800.000                -12.054                  0.844                  0.564              
   750.000                -15.830                  0.454                  0.442              
   700.000                -19.833                  0.240                  0.341              
   650.000                -24.304                  0.130                  0.275              
   600.000                -29.206                  0.062                  0.233              
   550.000                -34.576                  0.026                  0.200              
   500.000                -40.613                  0.020                  0.226              
   450.000                -47.278                  0.017                  0.320              
   400.000                -54.592                  0.014                  0.480              
   350.000                -62.677                  0.013                  0.791              
   300.000                -71.268                  0.004                  0.869              
   250.000                -74.953                  0.003                  0.924              
   200.000                -73.574                  0.001                  0.292              
   150.000                -74.129                  0.001                  0.217              
   100.000                -72.263                  0.001                  0.096              
    80.000                -68.789                  0.001                  0.033              
    60.000                -61.039                  0.001                  0.009              
    40.000                -50.750                  0.001                  0.002              
    30.000                -42.483                  0.001                  0.001              
    25.000                -26.081                  0.001                  0.000              
