 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 14.094                  7.129                  0.712              
   950.000                  9.957                  6.920                  0.891              
   900.000                  7.040                  5.041                  0.746              
   850.000                  3.747                  3.813                  0.692              
   800.000                  0.464                  2.781                  0.616              
   750.000                 -2.958                  1.857                  0.542              
   700.000                 -6.119                  1.109                  0.437              
   650.000                 -9.671                  0.656                  0.357              
   600.000                -13.792                  0.398                  0.309              
   550.000                -18.711                  0.263                  0.299              
   500.000                -24.528                  0.186                  0.332              
   450.000                -31.164                  0.129                  0.427              
   400.000                -38.561                  0.087                  0.617              
   350.000                -46.819                  0.052                  0.919              
   300.000                -56.187                  0.028                  1.063              
   250.000                -66.823                  0.010                  1.007              
   200.000                -67.139                  0.001                  0.208              
   150.000                -69.844                  0.001                  0.112              
   100.000                -71.104                  0.001                  0.086              
    80.000                -70.868                  0.001                  0.068              
    60.000                -68.086                  0.001                  0.039              
    40.000                -64.530                  0.001                  0.018              
    30.000                -63.823                  0.001                  0.011              
    25.000                -66.541                  0.001                  0.011              
