 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 11.499                  5.784                  0.688              
   950.000                  7.379                  5.591                  0.863              
   900.000                  4.152                  4.081                  0.730              
   850.000                  0.681                  2.987                  0.664              
   800.000                 -2.762                  2.032                  0.576              
   750.000                 -5.866                  1.141                  0.438              
   700.000                 -9.309                  0.612                  0.320              
   650.000                -13.163                  0.321                  0.236              
   600.000                -17.604                  0.178                  0.188              
   550.000                -22.777                  0.119                  0.179              
   500.000                -28.743                  0.100                  0.217              
   450.000                -35.485                  0.098                  0.332              
   400.000                -42.987                  0.094                  0.596              
   350.000                -51.274                  0.044                  0.834              
   300.000                -60.571                  0.021                  0.899              
   250.000                -70.300                  0.006                  1.000              
   200.000                -67.313                  0.001                  0.111              
   150.000                -68.681                  0.001                  0.086              
   100.000                -69.826                  0.001                  0.068              
    80.000                -69.718                  0.001                  0.053              
    60.000                -67.224                  0.001                  0.028              
    40.000                -64.136                  0.001                  0.012              
    30.000                -63.727                  0.001                  0.008              
    25.000                -66.648                  0.001                  0.010              
