 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.609                  3.334                  0.621              
   950.000                  0.523                  3.158                  0.786              
   900.000                 -3.296                  2.334                  0.740              
   850.000                 -6.804                  1.586                  0.653              
   800.000                -10.364                  1.008                  0.537              
   750.000                -14.056                  0.585                  0.378              
   700.000                -18.057                  0.329                  0.263              
   650.000                -22.464                  0.160                  0.192              
   600.000                -27.274                  0.082                  0.157              
   550.000                -32.613                  0.040                  0.131              
   500.000                -38.607                  0.025                  0.154              
   450.000                -45.351                  0.025                  0.270              
   400.000                -52.731                  0.020                  0.489              
   350.000                -60.831                  0.014                  0.797              
   300.000                -69.750                  0.006                  0.999              
   250.000                -74.294                  0.003                  0.999              
   200.000                -73.112                  0.001                  0.192              
   150.000                -74.142                  0.001                  0.170              
   100.000                -73.188                  0.001                  0.101              
    80.000                -70.593                  0.001                  0.056              
    60.000                -64.141                  0.001                  0.017              
    40.000                -55.484                  0.001                  0.004              
    30.000                -48.991                  0.001                  0.001              
    25.000                -37.476                  0.001                  0.000              
