 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  7.157                  4.133                  0.657              
   950.000                  3.064                  3.942                  0.828              
   900.000                 -0.594                  3.050                  0.741              
   850.000                 -4.009                  2.133                  0.707              
   800.000                 -7.408                  1.381                  0.588              
   750.000                -10.910                  0.833                  0.448              
   700.000                -14.730                  0.503                  0.344              
   650.000                -18.992                  0.313                  0.287              
   600.000                -23.751                  0.184                  0.264              
   550.000                -29.037                  0.100                  0.269              
   500.000                -35.082                  0.096                  0.329              
   450.000                -41.965                  0.108                  0.518              
   400.000                -49.421                  0.078                  0.784              
   350.000                -57.638                  0.023                  0.879              
   300.000                -66.492                  0.009                  1.018              
   250.000                -73.552                  0.004                  0.998              
   200.000                -71.706                  0.001                  0.187              
   150.000                -73.067                  0.001                  0.149              
   100.000                -72.661                  0.001                  0.101              
    80.000                -70.307                  0.001                  0.066              
    60.000                -63.780                  0.001                  0.026              
    40.000                -55.039                  0.001                  0.008              
    30.000                -48.640                  0.001                  0.003              
    25.000                -37.539                  0.001                  0.001              
