  N levels =   24          CBMF=    21.432     SST=    6.52 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     3.051       3.006377     0.048    0.00       1.101
    950.0    -1.046       2.847305     0.051    0.00       1.495
    900.0    -4.821       2.026717     0.053    0.00       1.514
    850.0    -8.372       1.352866     0.056    0.00       1.538
    800.0   -12.028       0.853755     0.057    0.00       1.608
    750.0   -15.820       0.448386     0.059    0.00       1.586
    700.0   -19.799       0.224127     0.060    0.00       1.497
    650.0   -24.239       0.122708     0.061    0.00       1.368
    600.0   -29.148       0.067434     0.063    0.00       1.201
    550.0   -34.544       0.025914     0.066    0.00       0.893
    500.0   -40.576       0.019797     0.069    0.00       0.779
    450.0   -47.241       0.016838     0.073    0.00       0.772
    400.0   -54.556       0.014354     0.077    0.00       0.658
    350.0   -62.644       0.013512     0.085    0.00       0.592
    300.0   -71.238       0.004516     0.096    0.00       0.307
    250.0   -74.943       0.003064     0.117    0.00       0.180
    200.0   -73.562       0.001000     0.153    0.00       0.081
    150.0   -74.117       0.001000     0.202    0.00       0.022
    100.0   -72.253       0.001000     0.405    0.00      -0.001
     80.0   -68.780       0.001000     0.755    0.00      -0.007
     60.0   -61.030       0.001000     2.042    0.00      -0.020
     40.0   -50.743       0.001000     5.238    0.00      -0.037
     30.0   -42.478       0.001000     8.440    0.00      -0.051
     25.0   -26.082       0.001000    10.124    0.00      -0.079
