 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.672                  3.363                  0.625              
   950.000                  0.585                  3.189                  0.790              
   900.000                 -3.245                  2.381                  0.746              
   850.000                 -6.795                  1.642                  0.659              
   800.000                -10.398                  1.035                  0.543              
   750.000                -14.080                  0.520                  0.387              
   700.000                -17.967                  0.245                  0.273              
   650.000                -22.341                  0.110                  0.205              
   600.000                -27.148                  0.060                  0.172              
   550.000                -32.548                  0.026                  0.153              
   500.000                -38.569                  0.019                  0.183              
   450.000                -45.205                  0.016                  0.313              
   400.000                -52.488                  0.013                  0.560              
   350.000                -60.604                  0.013                  0.793              
   300.000                -69.630                  0.006                  0.999              
   250.000                -74.256                  0.003                  0.999              
   200.000                -73.042                  0.001                  0.189              
   150.000                -74.078                  0.001                  0.169              
   100.000                -73.141                  0.001                  0.102              
    80.000                -70.555                  0.001                  0.058              
    60.000                -64.111                  0.001                  0.019              
    40.000                -55.462                  0.001                  0.004              
    30.000                -48.976                  0.001                  0.002              
    25.000                -37.476                  0.001                  0.000              
