 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.610                  3.334                  0.628              
   950.000                  0.523                  3.157                  0.795              
   900.000                 -3.296                  2.335                  0.739              
   850.000                 -6.802                  1.586                  0.657              
   800.000                -10.362                  1.008                  0.540              
   750.000                -14.055                  0.588                  0.381              
   700.000                -18.058                  0.326                  0.266              
   650.000                -22.456                  0.160                  0.194              
   600.000                -27.272                  0.086                  0.157              
   550.000                -32.619                  0.039                  0.134              
   500.000                -38.606                  0.025                  0.161              
   450.000                -45.351                  0.025                  0.287              
   400.000                -52.734                  0.020                  0.508              
   350.000                -60.835                  0.014                  0.776              
   300.000                -69.747                  0.006                  1.005              
   250.000                -74.295                  0.003                  1.000              
   200.000                -73.114                  0.001                  0.183              
   150.000                -74.145                  0.001                  0.159              
   100.000                -73.190                  0.001                  0.094              
    80.000                -70.595                  0.001                  0.053              
    60.000                -64.144                  0.001                  0.016              
    40.000                -55.487                  0.001                  0.004              
    30.000                -48.995                  0.001                  0.001              
    25.000                -37.490                  0.001                  0.000              
