  N levels =   24          CBMF=    20.326     SST=    8.19 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     5.098       3.475229     0.048    0.00       1.014
    950.0     1.012       3.296763     0.051    0.00       1.366
    900.0    -2.769       2.463764     0.053    0.00       1.401
    850.0    -6.257       1.686168     0.056    0.00       1.496
    800.0    -9.799       1.086312     0.057    0.00       1.626
    750.0   -13.486       0.644347     0.059    0.00       1.609
    700.0   -17.468       0.337366     0.060    0.00       1.472
    650.0   -21.794       0.165406     0.061    0.00       1.296
    600.0   -26.602       0.093986     0.063    0.00       1.075
    550.0   -31.962       0.042890     0.066    0.00       0.833
    500.0   -37.969       0.028543     0.069    0.00       0.706
    450.0   -44.739       0.026775     0.073    0.00       0.707
    400.0   -52.112       0.019323     0.077    0.00       0.566
    350.0   -60.214       0.013562     0.085    0.00       0.455
    300.0   -69.190       0.006092     0.096    0.00       0.203
    250.0   -74.058       0.003516     0.117    0.00       0.038
    200.0   -72.751       0.001000     0.153    0.00       0.019
    150.0   -73.781       0.001000     0.202    0.00       0.001
    100.0   -72.887       0.001000     0.405    0.00      -0.001
     80.0   -70.339       0.001000     0.755    0.00      -0.007
     60.0   -63.928       0.001000     2.042    0.00      -0.023
     40.0   -55.324       0.001000     5.238    0.00      -0.044
     30.0   -48.892       0.001000     8.440    0.00      -0.060
     25.0   -37.515       0.001000    10.124    0.00      -0.090
