 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  5.098                  3.475                  0.643              
   950.000                  1.012                  3.297                  0.811              
   900.000                 -2.769                  2.464                  0.746              
   850.000                 -6.257                  1.686                  0.672              
   800.000                 -9.799                  1.086                  0.554              
   750.000                -13.486                  0.644                  0.402              
   700.000                -17.468                  0.337                  0.286              
   650.000                -21.794                  0.165                  0.217              
   600.000                -26.602                  0.094                  0.182              
   550.000                -31.962                  0.043                  0.173              
   500.000                -37.969                  0.029                  0.217              
   450.000                -44.739                  0.027                  0.383              
   400.000                -52.112                  0.019                  0.651              
   350.000                -60.214                  0.014                  0.753              
   300.000                -69.190                  0.006                  1.012              
   250.000                -74.058                  0.004                  0.999              
   200.000                -72.751                  0.001                  0.169              
   150.000                -73.781                  0.001                  0.144              
   100.000                -72.887                  0.001                  0.089              
    80.000                -70.339                  0.001                  0.052              
    60.000                -63.928                  0.001                  0.017              
    40.000                -55.324                  0.001                  0.004              
    30.000                -48.892                  0.001                  0.002              
    25.000                -37.515                  0.001                  0.000              
