  N levels =   24          CBMF=    13.764     SST=   16.09 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    13.263       6.758054     0.048    0.00       1.561
    950.0     9.133       6.548912     0.051    0.00       1.682
    900.0     6.143       4.787961     0.053    0.00       1.589
    850.0     2.773       3.683697     0.056    0.00       1.471
    800.0    -0.577       2.680839     0.057    0.00       1.501
    750.0    -3.548       1.687730     0.059    0.00       1.542
    700.0    -6.886       1.035658     0.060    0.00       1.551
    650.0   -10.623       0.621752     0.061    0.00       1.489
    600.0   -14.930       0.382577     0.063    0.00       1.346
    550.0   -19.966       0.261098     0.066    0.00       1.174
    500.0   -25.819       0.207549     0.069    0.00       1.066
    450.0   -32.462       0.165288     0.073    0.00       1.111
    400.0   -39.861       0.096873     0.077    0.00       1.128
    350.0   -48.161       0.059799     0.085    0.00       1.048
    300.0   -57.534       0.025845     0.096    0.00       0.806
    250.0   -68.073       0.008541     0.117    0.00       0.519
    200.0   -68.017       0.001000     0.153    0.00       0.171
    150.0   -71.199       0.001000     0.202    0.00      -0.022
    100.0   -71.355       0.001000     0.405    0.00      -0.036
     80.0   -69.272       0.001000     0.755    0.00      -0.078
     60.0   -62.266       0.001000     2.042    0.00      -0.218
     40.0   -51.709       0.001000     5.238    0.00      -0.429
     30.0   -42.941       0.001000     8.440    0.00      -0.604
     25.0   -26.370       0.001000    10.124    0.00      -0.936
