 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.988                  2.990                  0.625              
   950.000                 -1.109                  2.831                  0.799              
   900.000                 -4.893                  2.010                  0.726              
   850.000                 -8.450                  1.344                  0.632              
   800.000                -12.111                  0.845                  0.521              
   750.000                -15.886                  0.441                  0.381              
   700.000                -19.871                  0.229                  0.266              
   650.000                -24.335                  0.126                  0.197              
   600.000                -29.244                  0.065                  0.159              
   550.000                -34.631                  0.025                  0.124              
   500.000                -40.667                  0.020                  0.162              
   450.000                -47.333                  0.017                  0.271              
   400.000                -54.648                  0.014                  0.484              
   350.000                -62.733                  0.013                  0.960              
   300.000                -71.312                  0.004                  1.004              
   250.000                -74.970                  0.003                  1.000              
   200.000                -73.597                  0.001                  0.198              
   150.000                -74.150                  0.001                  0.162              
   100.000                -72.281                  0.001                  0.085              
    80.000                -68.805                  0.001                  0.042              
    60.000                -61.053                  0.001                  0.011              
    40.000                -50.761                  0.001                  0.002              
    30.000                -42.490                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
