 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.314                  3.075                  0.681              
   950.000                 -0.784                  2.916                  0.855              
   900.000                 -4.538                  2.085                  0.754              
   850.000                 -8.074                  1.388                  0.684              
   800.000                -11.699                  0.877                  0.587              
   750.000                -15.484                  0.504                  0.470              
   700.000                -19.532                  0.251                  0.376              
   650.000                -23.946                  0.119                  0.312              
   600.000                -28.801                  0.058                  0.269              
   550.000                -34.172                  0.026                  0.242              
   500.000                -40.214                  0.020                  0.264              
   450.000                -46.885                  0.018                  0.359              
   400.000                -54.208                  0.015                  0.505              
   350.000                -62.309                  0.014                  0.708              
   300.000                -70.923                  0.005                  0.817              
   250.000                -74.750                  0.003                  0.894              
   200.000                -73.108                  0.001                  0.326              
   150.000                -73.624                  0.001                  0.236              
   100.000                -71.830                  0.001                  0.101              
    80.000                -68.441                  0.001                  0.030              
    60.000                -60.805                  0.001                  0.009              
    40.000                -50.597                  0.001                  0.002              
    30.000                -42.396                  0.001                  0.001              
    25.000                -26.102                  0.001                  0.000              
