 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 29.589                 20.919                  0.792              
   950.000                 25.328                 20.635                  0.974              
   900.000                 23.765                 16.994                  0.838              
   850.000                 21.224                 14.825                  0.814              
   800.000                 18.865                 13.015                  0.779              
   750.000                 16.352                 11.422                  0.749              
   700.000                 13.700                  9.882                  0.719              
   650.000                 10.939                  8.272                  0.691              
   600.000                  8.169                  6.486                  0.661              
   550.000                  5.209                  4.713                  0.629              
   500.000                  1.273                  3.555                  0.591              
   450.000                 -3.623                  2.650                  0.550              
   400.000                 -8.836                  2.020                  0.515              
   350.000                -15.786                  1.741                  0.492              
   300.000                -22.997                  0.465                  0.369              
   250.000                -32.852                  0.256                  0.302              
   200.000                -45.381                  0.119                  0.398              
   150.000                -61.756                  0.035                  0.994              
   100.000                -73.507                  0.004                  0.867              
    80.000                -66.048                  0.001                  0.048              
    60.000                -57.711                  0.001                  0.020              
    40.000                -48.184                  0.001                  0.007              
    30.000                -40.671                  0.001                  0.004              
    25.000                -26.878                  0.001                  0.001              
