 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.888                  3.421                  0.648              
   950.000                  0.799                  3.246                  0.817              
   900.000                 -3.033                  2.430                  0.746              
   850.000                 -6.589                  1.686                  0.671              
   800.000                -10.183                  1.062                  0.556              
   750.000                -13.826                  0.527                  0.408              
   700.000                -17.658                  0.277                  0.292              
   650.000                -22.081                  0.132                  0.220              
   600.000                -26.864                  0.066                  0.179              
   550.000                -32.187                  0.034                  0.164              
   500.000                -38.179                  0.019                  0.199              
   450.000                -44.836                  0.020                  0.349              
   400.000                -52.213                  0.023                  0.598              
   350.000                -60.448                  0.018                  0.732              
   300.000                -69.397                  0.006                  0.997              
   250.000                -74.126                  0.003                  1.004              
   200.000                -72.845                  0.001                  0.168              
   150.000                -73.883                  0.001                  0.143              
   100.000                -72.978                  0.001                  0.084              
    80.000                -70.421                  0.001                  0.048              
    60.000                -64.002                  0.001                  0.016              
    40.000                -55.384                  0.001                  0.004              
    30.000                -48.931                  0.001                  0.001              
    25.000                -37.506                  0.001                  0.000              
