 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.700                  3.186                  0.705              
   950.000                 -0.400                  3.026                  0.880              
   900.000                 -4.138                  2.186                  0.772              
   850.000                 -7.672                  1.474                  0.714              
   800.000                -11.269                  0.925                  0.629              
   750.000                -14.999                  0.521                  0.525              
   700.000                -19.018                  0.267                  0.443              
   650.000                -23.416                  0.127                  0.382              
   600.000                -28.253                  0.078                  0.340              
   550.000                -33.648                  0.035                  0.315              
   500.000                -39.653                  0.022                  0.328              
   450.000                -46.325                  0.019                  0.407              
   400.000                -53.649                  0.016                  0.527              
   350.000                -61.739                  0.015                  0.639              
   300.000                -70.514                  0.005                  0.736              
   250.000                -74.456                  0.003                  0.806              
   200.000                -72.571                  0.001                  0.337              
   150.000                -73.055                  0.001                  0.296              
   100.000                -71.348                  0.001                  0.217              
    80.000                -68.062                  0.001                  0.033              
    60.000                -60.492                  0.001                  0.007              
    40.000                -50.368                  0.001                  0.002              
    30.000                -42.267                  0.001                  0.001              
    25.000                -26.134                  0.001                  0.000              
