 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                 14.613                  7.390                  0.713              
   950.000                 10.469                  7.198                  0.892              
   900.000                  7.569                  5.414                  0.748              
   850.000                  4.237                  4.187                  0.696              
   800.000                  0.858                  3.035                  0.621              
   750.000                 -2.606                  2.086                  0.547              
   700.000                 -5.943                  1.262                  0.441              
   650.000                 -9.567                  0.704                  0.359              
   600.000                -13.634                  0.364                  0.309              
   550.000                -18.283                  0.178                  0.298              
   500.000                -23.636                  0.087                  0.328              
   450.000                -29.843                  0.048                  0.419              
   400.000                -37.039                  0.038                  0.591              
   350.000                -45.332                  0.045                  0.880              
   300.000                -54.934                  0.043                  1.069              
   250.000                -65.722                  0.012                  1.007              
   200.000                -66.437                  0.001                  0.203              
   150.000                -69.061                  0.001                  0.106              
   100.000                -70.362                  0.001                  0.081              
    80.000                -70.204                  0.001                  0.064              
    60.000                -67.862                  0.001                  0.038              
    40.000                -65.343                  0.001                  0.019              
    30.000                -65.948                  0.001                  0.014              
    25.000                -71.484                  0.001                  0.019              
