  N levels =   24          CBMF=    12.574     SST=   17.34 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    14.613       7.389637     0.048    0.00       1.245
    950.0    10.469       7.198036     0.051    0.00       1.293
    900.0     7.569       5.413956     0.053    0.00       1.243
    850.0     4.237       4.186627     0.056    0.00       1.180
    800.0     0.858       3.035107     0.057    0.00       1.250
    750.0    -2.606       2.085996     0.059    0.00       1.355
    700.0    -5.943       1.262126     0.060    0.00       1.446
    650.0    -9.567       0.703887     0.061    0.00       1.416
    600.0   -13.634       0.364138     0.063    0.00       1.299
    550.0   -18.283       0.178064     0.066    0.00       1.138
    500.0   -23.636       0.086678     0.069    0.00       0.998
    450.0   -29.843       0.047765     0.073    0.00       0.959
    400.0   -37.039       0.037622     0.077    0.00       0.932
    350.0   -45.332       0.044911     0.085    0.00       0.810
    300.0   -54.934       0.042702     0.096    0.00       0.672
    250.0   -65.722       0.012144     0.117    0.00       0.397
    200.0   -66.437       0.001015     0.153    0.00       0.056
    150.0   -69.061       0.001000     0.202    0.00      -0.082
    100.0   -70.362       0.001000     0.405    0.00      -0.056
     80.0   -70.204       0.001000     0.755    0.00      -0.059
     60.0   -67.862       0.001000     2.042    0.00      -0.106
     40.0   -65.343       0.001000     5.238    0.00      -0.156
     30.0   -65.948       0.001000     8.440    0.00      -0.144
     25.0   -71.484       0.001000    10.124    0.00      -0.033
