  N levels =   24          CBMF=    19.248     SST=    9.73 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     6.825       4.038505     0.048    0.00       1.074
    950.0     2.735       3.850886     0.051    0.00       1.372
    900.0    -0.931       2.963179     0.053    0.00       1.378
    850.0    -4.368       2.085494     0.056    0.00       1.415
    800.0    -7.794       1.359193     0.057    0.00       1.534
    750.0   -11.318       0.815658     0.059    0.00       1.494
    700.0   -15.151       0.490670     0.060    0.00       1.375
    650.0   -19.438       0.287490     0.061    0.00       1.232
    600.0   -24.148       0.171025     0.063    0.00       1.066
    550.0   -29.445       0.104350     0.066    0.00       0.864
    500.0   -35.496       0.094034     0.069    0.00       0.776
    450.0   -42.381       0.113292     0.073    0.00       0.765
    400.0   -49.840       0.088174     0.077    0.00       0.610
    350.0   -58.030       0.021913     0.085    0.00       0.561
    300.0   -66.803       0.008667     0.096    0.00       0.339
    250.0   -73.106       0.004073     0.117    0.00       0.237
    200.0   -72.179       0.001000     0.153    0.00       0.019
    150.0   -73.721       0.001000     0.202    0.00       0.011
    100.0   -73.320       0.001000     0.405    0.00       0.003
     80.0   -71.279       0.001000     0.755    0.00      -0.037
     60.0   -64.422       0.001000     2.042    0.00      -0.175
     40.0   -53.709       0.001000     5.238    0.00      -0.389
     30.0   -44.310       0.001000     8.440    0.00      -0.577
     25.0   -26.050       0.001000    10.124    0.00      -0.942
