  N levels =   24          CBMF=    16.562     SST=   10.96 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     7.976       4.389475     0.048    0.00       1.261
    950.0     3.882       4.223034     0.051    0.00       1.506
    900.0     0.417       3.106199     0.053    0.00       1.464
    850.0    -3.148       2.307262     0.056    0.00       1.473
    800.0    -6.539       1.535745     0.057    0.00       1.580
    750.0   -10.075       0.923052     0.059    0.00       1.600
    700.0   -13.816       0.513883     0.060    0.00       1.526
    650.0   -18.013       0.285093     0.061    0.00       1.381
    600.0   -22.787       0.165000     0.063    0.00       1.189
    550.0   -28.238       0.107173     0.066    0.00       0.990
    500.0   -34.353       0.075077     0.069    0.00       0.900
    450.0   -40.969       0.046577     0.073    0.00       0.931
    400.0   -48.231       0.024492     0.077    0.00       0.882
    350.0   -56.389       0.016268     0.085    0.00       0.708
    300.0   -65.498       0.010238     0.096    0.00       0.516
    250.0   -72.992       0.004143     0.117    0.00       0.190
    200.0   -70.457       0.001000     0.153    0.00       0.064
    150.0   -71.551       0.001000     0.202    0.00      -0.011
    100.0   -71.115       0.001000     0.405    0.00      -0.014
     80.0   -68.816       0.001000     0.755    0.00      -0.029
     60.0   -62.581       0.001000     2.042    0.00      -0.071
     40.0   -54.265       0.001000     5.238    0.00      -0.126
     30.0   -48.228       0.001000     8.440    0.00      -0.166
     25.0   -37.679       0.001000    10.124    0.00      -0.236
