 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  7.976                  4.389                  0.686              
   950.000                  3.882                  4.223                  0.860              
   900.000                  0.417                  3.106                  0.733              
   850.000                 -3.148                  2.307                  0.682              
   800.000                 -6.539                  1.536                  0.582              
   750.000                -10.075                  0.923                  0.452              
   700.000                -13.816                  0.514                  0.343              
   650.000                -18.013                  0.285                  0.266              
   600.000                -22.787                  0.165                  0.223              
   550.000                -28.238                  0.107                  0.215              
   500.000                -34.353                  0.075                  0.260              
   450.000                -40.969                  0.047                  0.407              
   400.000                -48.231                  0.024                  0.616              
   350.000                -56.389                  0.016                  0.747              
   300.000                -65.498                  0.010                  1.003              
   250.000                -72.992                  0.004                  1.009              
   200.000                -70.457                  0.001                  0.162              
   150.000                -71.551                  0.001                  0.115              
   100.000                -71.115                  0.001                  0.079              
    80.000                -68.816                  0.001                  0.051              
    60.000                -62.581                  0.001                  0.019              
    40.000                -54.265                  0.001                  0.005              
    30.000                -48.228                  0.001                  0.002              
    25.000                -37.679                  0.001                  0.001              
