 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  3.497                  3.127                  0.694              
   950.000                 -0.600                  2.969                  0.869              
   900.000                 -4.339                  2.131                  0.764              
   850.000                 -7.871                  1.423                  0.700              
   800.000                -11.494                  0.895                  0.609              
   750.000                -15.262                  0.485                  0.500              
   700.000                -19.236                  0.252                  0.413              
   650.000                -23.673                  0.138                  0.352              
   600.000                -28.567                  0.071                  0.310              
   550.000                -33.930                  0.028                  0.285              
   500.000                -39.954                  0.020                  0.303              
   450.000                -46.630                  0.018                  0.389              
   400.000                -53.958                  0.015                  0.516              
   350.000                -62.072                  0.015                  0.671              
   300.000                -70.701                  0.005                  0.770              
   250.000                -74.593                  0.003                  0.846              
   200.000                -72.840                  0.001                  0.335              
   150.000                -73.325                  0.001                  0.287              
   100.000                -71.611                  0.001                  0.163              
    80.000                -68.266                  0.001                  0.027              
    60.000                -60.631                  0.001                  0.008              
    40.000                -50.502                  0.001                  0.002              
    30.000                -42.335                  0.001                  0.001              
    25.000                -26.117                  0.001                  0.000              
