 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  2.980                  2.988                  0.632              
   950.000                 -1.118                  2.829                  0.807              
   900.000                 -4.902                  2.010                  0.727              
   850.000                 -8.459                  1.344                  0.635              
   800.000                -12.121                  0.847                  0.526              
   750.000                -15.900                  0.438                  0.388              
   700.000                -19.880                  0.225                  0.273              
   650.000                -24.338                  0.123                  0.202              
   600.000                -29.247                  0.065                  0.161              
   550.000                -34.640                  0.025                  0.125              
   500.000                -40.676                  0.020                  0.161              
   450.000                -47.340                  0.017                  0.267              
   400.000                -54.654                  0.014                  0.471              
   350.000                -62.736                  0.013                  0.927              
   300.000                -71.318                  0.004                  0.997              
   250.000                -74.970                  0.003                  1.003              
   200.000                -73.598                  0.001                  0.192              
   150.000                -74.152                  0.001                  0.156              
   100.000                -72.283                  0.001                  0.080              
    80.000                -68.807                  0.001                  0.040              
    60.000                -61.055                  0.001                  0.011              
    40.000                -50.763                  0.001                  0.002              
    30.000                -42.491                  0.001                  0.001              
    25.000                -26.079                  0.001                  0.000              
