  N levels =   24          CBMF=    20.902     SST=    8.08 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     4.970       3.447051     0.048    0.00       0.989
    950.0     0.882       3.271655     0.051    0.00       1.353
    900.0    -2.943       2.456192     0.053    0.00       1.393
    850.0    -6.501       1.708615     0.056    0.00       1.497
    800.0   -10.103       1.079770     0.057    0.00       1.629
    750.0   -13.759       0.528683     0.059    0.00       1.608
    700.0   -17.562       0.241159     0.060    0.00       1.472
    650.0   -21.915       0.136216     0.061    0.00       1.297
    600.0   -26.778       0.070220     0.063    0.00       1.081
    550.0   -32.104       0.025554     0.066    0.00       0.826
    500.0   -38.084       0.017626     0.069    0.00       0.684
    450.0   -44.737       0.017828     0.073    0.00       0.672
    400.0   -52.081       0.018362     0.077    0.00       0.528
    350.0   -60.298       0.018524     0.085    0.00       0.439
    300.0   -69.292       0.006027     0.096    0.00       0.174
    250.0   -74.082       0.003503     0.117    0.00       0.033
    200.0   -72.798       0.001000     0.153    0.00       0.014
    150.0   -73.837       0.001000     0.202    0.00       0.002
    100.0   -72.937       0.001000     0.405    0.00      -0.001
     80.0   -70.384       0.001000     0.755    0.00      -0.007
     60.0   -63.970       0.001000     2.042    0.00      -0.023
     40.0   -55.358       0.001000     5.238    0.00      -0.044
     30.0   -48.914       0.001000     8.440    0.00      -0.060
     25.0   -37.510       0.001000    10.124    0.00      -0.090
