  N levels =   24          CBMF=    19.376     SST=   10.11 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     7.274       4.162973     0.048    0.00       1.052
    950.0     3.179       3.973219     0.051    0.00       1.336
    900.0    -0.509       3.077802     0.053    0.00       1.365
    850.0    -3.969       2.168310     0.056    0.00       1.452
    800.0    -7.373       1.367830     0.057    0.00       1.599
    750.0   -10.817       0.783851     0.059    0.00       1.607
    700.0   -14.603       0.458097     0.060    0.00       1.494
    650.0   -18.843       0.285489     0.061    0.00       1.324
    600.0   -23.596       0.172859     0.063    0.00       1.107
    550.0   -28.890       0.091961     0.066    0.00       0.881
    500.0   -34.877       0.082537     0.069    0.00       0.766
    450.0   -41.770       0.118496     0.073    0.00       0.767
    400.0   -49.269       0.097257     0.077    0.00       0.664
    350.0   -57.459       0.022043     0.085    0.00       0.515
    300.0   -66.362       0.009243     0.096    0.00       0.303
    250.0   -73.409       0.003874     0.117    0.00       0.037
    200.0   -71.633       0.001000     0.153    0.00       0.021
    150.0   -72.853       0.001000     0.202    0.00      -0.001
    100.0   -72.805       0.001000     0.405    0.00      -0.001
     80.0   -71.172       0.001000     0.755    0.00      -0.005
     60.0   -66.087       0.001000     2.042    0.00      -0.017
     40.0   -59.204       0.001000     5.238    0.00      -0.035
     30.0   -54.679       0.001000     8.440    0.00      -0.046
     25.0   -48.188       0.001000    10.124    0.00      -0.063
