 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  7.321                  4.220                  0.673              
   950.000                  3.229                  4.037                  0.846              
   900.000                 -0.423                  3.227                  0.732              
   850.000                 -3.892                  2.311                  0.683              
   800.000                 -7.401                  1.463                  0.576              
   750.000                -10.897                  0.770                  0.437              
   700.000                -14.680                  0.365                  0.326              
   650.000                -18.892                  0.166                  0.256              
   600.000                -23.585                  0.077                  0.221              
   550.000                -28.854                  0.040                  0.220              
   500.000                -34.765                  0.026                  0.274              
   450.000                -41.369                  0.021                  0.440              
   400.000                -48.727                  0.021                  0.661              
   350.000                -56.960                  0.021                  0.787              
   300.000                -66.097                  0.010                  1.011              
   250.000                -73.351                  0.004                  1.002              
   200.000                -71.017                  0.001                  0.156              
   150.000                -72.103                  0.001                  0.124              
   100.000                -71.595                  0.001                  0.085              
    80.000                -69.238                  0.001                  0.054              
    60.000                -62.937                  0.001                  0.020              
    40.000                -54.541                  0.001                  0.006              
    30.000                -48.393                  0.001                  0.002              
    25.000                -37.638                  0.001                  0.001              
