 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  4.638                  3.351                  0.628              
   950.000                  0.553                  3.177                  0.795              
   900.000                 -3.259                  2.372                  0.742              
   850.000                 -6.789                  1.626                  0.662              
   800.000                -10.391                  1.034                  0.543              
   750.000                -14.096                  0.543                  0.386              
   700.000                -18.008                  0.269                  0.270              
   650.000                -22.404                  0.127                  0.200              
   600.000                -27.207                  0.060                  0.164              
   550.000                -32.608                  0.030                  0.143              
   500.000                -38.675                  0.022                  0.171              
   450.000                -45.345                  0.019                  0.306              
   400.000                -52.619                  0.014                  0.543              
   350.000                -60.703                  0.011                  0.784              
   300.000                -69.708                  0.006                  1.003              
   250.000                -74.285                  0.003                  1.000              
   200.000                -73.092                  0.001                  0.184              
   150.000                -74.125                  0.001                  0.160              
   100.000                -73.176                  0.001                  0.095              
    80.000                -70.584                  0.001                  0.054              
    60.000                -64.136                  0.001                  0.017              
    40.000                -55.481                  0.001                  0.004              
    30.000                -48.992                  0.001                  0.001              
    25.000                -37.491                  0.001                  0.000              
