  N levels =   24          CBMF=    19.238     SST=    9.26 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0     6.345       3.904220     0.048    0.00       1.372
    950.0     2.259       3.725207     0.051    0.00       1.587
    900.0    -1.421       2.903932     0.053    0.00       1.557
    850.0    -4.898       2.047405     0.056    0.00       1.528
    800.0    -8.445       1.331897     0.057    0.00       1.592
    750.0   -12.090       0.717932     0.059    0.00       1.587
    700.0   -15.904       0.339180     0.060    0.00       1.521
    650.0   -20.221       0.162994     0.061    0.00       1.403
    600.0   -25.033       0.081962     0.063    0.00       1.248
    550.0   -30.390       0.046062     0.066    0.00       1.074
    500.0   -36.315       0.029613     0.069    0.00       0.996
    450.0   -42.863       0.021993     0.073    0.00       1.025
    400.0   -50.132       0.016722     0.077    0.00       0.941
    350.0   -58.264       0.014854     0.085    0.00       0.803
    300.0   -67.303       0.007973     0.096    0.00       0.541
    250.0   -73.553       0.003801     0.117    0.00       0.279
    200.0   -70.782       0.001000     0.153    0.00       0.081
    150.0   -71.189       0.001000     0.202    0.00       0.019
    100.0   -69.790       0.001000     0.405    0.00      -0.017
     80.0   -66.648       0.001000     0.755    0.00      -0.032
     60.0   -59.276       0.001000     2.042    0.00      -0.069
     40.0   -49.453       0.001000     5.238    0.00      -0.118
     30.0   -41.683       0.001000     8.440    0.00      -0.157
     25.0   -26.287       0.001000    10.124    0.00      -0.234
