 Pressure (mb)          Temperature (C)        Specific hum. (g/kg)   Relative humidity      
  1000.000                  7.696                  4.289                  0.658              
   950.000                  3.603                  4.123                  0.829              
   900.000                  0.121                  3.018                  0.735              
   850.000                 -3.451                  2.235                  0.715              
   800.000                 -6.859                  1.486                  0.606              
   750.000                -10.419                  0.894                  0.482              
   700.000                -14.193                  0.498                  0.396              
   650.000                -18.417                  0.276                  0.357              
   600.000                -23.217                  0.160                  0.355              
   550.000                -28.683                  0.103                  0.382              
   500.000                -34.800                  0.072                  0.471              
   450.000                -41.403                  0.045                  0.677              
   400.000                -48.647                  0.024                  0.963              
   350.000                -56.779                  0.016                  0.970              
   300.000                -65.846                  0.010                  1.014              
   250.000                -72.903                  0.004                  0.997              
   200.000                -71.909                  0.001                  0.235              
   150.000                -73.644                  0.001                  0.158              
   100.000                -73.693                  0.001                  0.109              
    80.000                -72.100                  0.001                  0.078              
    60.000                -66.237                  0.001                  0.036              
    40.000                -57.229                  0.001                  0.012              
    30.000                -49.997                  0.001                  0.005              
    25.000                -37.345                  0.001                  0.002              
