  N levels =   24          CBMF=    14.234     SST=   15.03 C

  Pressure   Temp.      Spec. humid.   O3 mr   Omega   Rad. cooling
    (mb)      (C)          (g/kg)      10**-6 (mb/hr)   (deg/day)
  -------    -----      ------------   -----   -----   ------------
   1000.0    12.253       6.126010     0.048    0.00       1.088
    950.0     8.128       5.931065     0.051    0.00       1.271
    900.0     4.950       4.368449     0.053    0.00       1.274
    850.0     1.484       3.255477     0.056    0.00       1.324
    800.0    -1.957       2.258347     0.057    0.00       1.512
    750.0    -5.027       1.294921     0.059    0.00       1.631
    700.0    -8.415       0.705289     0.060    0.00       1.580
    650.0   -12.192       0.370524     0.061    0.00       1.396
    600.0   -16.543       0.202061     0.063    0.00       1.119
    550.0   -21.630       0.129149     0.066    0.00       0.870
    500.0   -27.533       0.103622     0.069    0.00       0.732
    450.0   -34.253       0.097391     0.073    0.00       0.795
    400.0   -41.746       0.097001     0.077    0.00       0.817
    350.0   -50.081       0.062099     0.085    0.00       0.660
    300.0   -59.389       0.022863     0.096    0.00       0.508
    250.0   -69.527       0.006992     0.117    0.00       0.039
    200.0   -65.897       0.001000     0.153    0.00       0.002
    150.0   -67.156       0.001000     0.202    0.00      -0.006
    100.0   -68.525       0.001000     0.405    0.00      -0.004
     80.0   -68.702       0.001000     0.755    0.00      -0.004
     60.0   -66.807       0.001000     2.042    0.00      -0.006
     40.0   -64.856       0.001000     5.238    0.00      -0.008
     30.0   -65.793       0.001000     8.440    0.00      -0.007
     25.0   -71.600       0.001000    10.124    0.00      -0.003
